userID	endDate	COALESCE(feature84,0)	COALESCE(feature88,0)
26400	2012-12-17	0	0
26400	2012-12-18	0	0
26400	2012-12-19	0	0
26400	2012-12-20	0	0
26600	2012-12-04	0	0
26600	2012-12-05	0	0
26600	2012-12-13	0	0
26700	2012-12-18	0	0
26800	2012-12-04	0	0
26800	2012-12-18	0	0
26900	2012-12-03	0	0
26900	2012-12-04	0	0
26900	2012-12-05	0	0
26900	2012-12-06	0	0
26900	2012-12-12	0	0
26900	2012-12-13	0	0
26900	2012-12-19	0	0
27000	2012-12-03	0	0
27000	2012-12-05	0	0
27000	2012-12-08	0	0
27000	2012-12-11	0	0
27000	2012-12-13	0	0
27000	2012-12-14	0	0
27200	2012-12-10	17	1
27200	2012-12-14	2	1
27200	2012-12-17	16	1
27200	2012-12-18	14	2
27400	2012-12-03	0	0
27400	2012-12-04	0	0
27400	2012-12-05	0	0
27400	2012-12-06	0	0
27400	2012-12-07	0	0
27400	2012-12-10	0	0
27400	2012-12-11	0	0
27400	2012-12-12	0	0
27400	2012-12-17	0	0
27400	2012-12-20	0	0
27400	2012-12-21	0	0
27600	2012-12-03	41	1
27600	2012-12-12	0	0
27600	2012-12-18	0	0
27600	2012-12-25	0	0
27700	2012-12-04	0	0
27700	2012-12-06	0	0
27700	2012-12-10	0	0
27700	2012-12-12	0	0
27700	2012-12-13	0	0
27700	2012-12-17	0	0
27700	2012-12-18	0	0
27700	2012-12-19	0	0
27700	2012-12-20	0	0
27800	2012-12-06	0	0
27800	2012-12-25	0	0
28100	2012-12-04	0	0
28100	2012-12-05	0	0
28100	2012-12-06	0	0
28100	2012-12-07	0	0
28100	2012-12-08	0	0
28100	2012-12-10	17	1
28100	2012-12-11	0	0
28100	2012-12-13	0	0
28100	2012-12-15	0	0
28100	2012-12-16	0	0
28100	2012-12-17	0	0
28100	2012-12-20	0	0
28200	2012-12-04	0	0
28200	2012-12-06	0	0
28300	2012-12-12	0	0
28300	2012-12-13	10	1
28300	2012-12-14	0	0
28300	2012-12-17	0	0
28300	2012-12-19	14	1
28600	2012-12-17	0	0
28600	2012-12-18	0	0
28600	2012-12-19	0	0
28600	2012-12-20	0	0
28600	2012-12-21	0	0
28700	2012-12-03	0	0
28700	2012-12-04	0	0
28700	2012-12-05	0	0
28700	2012-12-06	0	0
28700	2012-12-07	0	0
28700	2012-12-10	0	0
28700	2012-12-11	0	0
28700	2012-12-12	0	0
28700	2012-12-13	0	0
28700	2012-12-18	0	0
